project,category,file,line,pattern,severity,status,notes
miopen,cmake-build,cmake/CppCheck.cmake,35,/opt/rocm,low,untriaged,find_program PATHS /opt/rocm/bin
miopen,cmake-build,cmake/ClangTidy.cmake,46,/opt/rocm,low,untriaged,find_program PATHS /opt/rocm/llvm/bin
miopen,cmake-build,install_deps.cmake,83,/opt/rocm,high,untriaged,PATHS /opt/rocm for dependency detection
miopen,cmake-build,test/CMakeLists.txt,32,/opt/rocm,high,untriaged,find_package(hipblaslt PATHS /opt/rocm)
miopen,cmake-build,test/CMakeLists.txt,32,$ENV{HIP_PATH},medium,untriaged,env var in find_package PATHS
miopen,cmake-build,test/CMakeLists.txt,36,/opt/rocm,high,untriaged,find_package(rocblas PATHS /opt/rocm)
miopen,cmake-build,test/CMakeLists.txt,36,$ENV{HIP_PATH},medium,untriaged,env var in find_package PATHS
miopen,cmake-build,test/CMakeLists.txt,117,/opt/rocm,high,untriaged,PATHS /opt/rocm in find commands
miopen,cmake-build,test/CMakeLists.txt,119,$ENV{ROCM_PATH},medium,untriaged,env var in PATHS
miopen,cmake-build,test/CMakeLists.txt,120,$ENV{HIP_PATH},medium,untriaged,env var in PATHS
miopen,cmake-build,test/gtest/CMakeLists.txt,6,/opt/rocm,high,untriaged,find_package(hipblaslt PATHS /opt/rocm)
miopen,cmake-build,test/gtest/CMakeLists.txt,6,$ENV{HIP_PATH},medium,untriaged,env var in find_package PATHS
miopen,cmake-build,test/gtest/CMakeLists.txt,10,/opt/rocm,high,untriaged,find_package(rocblas PATHS /opt/rocm)
miopen,cmake-build,test/gtest/CMakeLists.txt,10,$ENV{HIP_PATH},medium,untriaged,env var in find_package PATHS
miopen,cmake-build,samples/cba_fused_infer/CMakeLists.txt,31,/opt/rocm,medium,untriaged,CMAKE_INSTALL_PREFIX default
miopen,cmake-build,samples/cba_fused_infer/CMakeLists.txt,37,/opt/rocm,high,untriaged,HIP_PATH hardcoded
miopen,cmake-build,samples/cba_fused_infer/CMakeLists.txt,46,/opt/rocm,high,untriaged,CMAKE_PREFIX_PATH appends /opt/rocm paths
miopen,cmake-build,fin/CMakeLists.txt,38,/opt/rocm,medium,untriaged,CMAKE_INSTALL_PREFIX default
miopen,cmake-build,fin/CMakeLists.txt,43,/opt/rocm,high,untriaged,find_package(ROCM PATHS /opt/rocm)
miopen,cmake-build,fin/CMakeLists.txt,92,/opt/rocm,high,untriaged,CMAKE_PREFIX_PATH appends /opt/rocm
miopen,cmake-build,fin/CMakeLists.txt,100,/opt/rocm,high,untriaged,find_package(hip PATHS /opt/rocm)
miopen,cmake-build,fin/CMakeLists.txt,109,/opt/rocm,high,untriaged,find_package PATHS /opt/rocm
miopen,cmake-build,fin/CMakeLists.txt,149,/opt/rocm,high,untriaged,find_package PATHS /opt/rocm
miopen,cmake-build,fin/src/CMakeLists.txt,27,/opt/rocm,high,untriaged,CMAKE_PREFIX_PATH appends /opt/rocm
miopen,cmake-build,fin/cmake/rocm-path.cmake,28,/opt/rocm,high,untriaged,CMAKE_PREFIX_PATH appends /opt/rocm
miopen,cmake-build,fin/cmake/FindOpenCL.cmake,37,/opt/rocm,high,untriaged,PATHS /opt/rocm/opencl
miopen,cmake-build,fin/cmake/ClangTidy.cmake,46,/opt/rocm,low,untriaged,find_program PATHS
miopen,cmake-build,fin/cmake/CppCheck.cmake,35,/opt/rocm,low,untriaged,find_program PATHS
miopen,cmake-build,fin/install_deps.cmake,56,/opt/rocm,high,untriaged,PATHS /opt/rocm for deps
miopen,python,test/test_perf.py,74,/opt/rocm,low,untriaged,hardcoded rocminfo path
miopen,shell,utils/install_precompiled_kernels.sh,33,/opt/rocm,low,untriaged,ROCMINFO default path
rocblas,cmake-build,CMakeLists.txt,76,/opt/rocm,high,untriaged,CMAKE_PREFIX_PATH appends /opt/rocm paths
rocblas,cmake-build,CMakeLists.txt,149,/opt/rocm,medium,untriaged,hipblaslt_path default to /opt/rocm
rocblas,cmake-build,CMakeLists.txt,229,/opt/rocm,high,untriaged,find_package(hip PATHS /opt/rocm)
rocblas,cmake-build,CMakeLists.txt,352,CMAKE_INSTALL_PREFIX FORCE,high,untriaged,FORCE on Windows (C:/hipSDK)
rocblas,cmake-build,CMakeLists.txt,415,/opt/rocm,low,untriaged,find_program PATHS for clang-offload-bundler
rocblas,cmake-build,CMakeLists.txt,423,/opt/rocm,low,untriaged,find_program PATHS for llvm-objcopy
rocblas,cmake-build,library/CMakeLists.txt,94,/opt/rocm,high,untriaged,target_include_directories /opt/rocm/include for roctx
rocblas,cmake-build,library/CMakeLists.txt,104,/opt/rocm,high,untriaged,find_library PATHS /opt/rocm/lib for roctx
rocblas,cmake-build,clients/CMakeLists.txt,150,/opt/rocm,high,untriaged,find_package(rocblas PATHS /opt/rocm)
rocblas,cmake-build,clients/CMakeLists.txt,154,/opt/rocm,high,untriaged,CMAKE_PREFIX_PATH appends /opt/rocm
rocblas,cmake-build,next-cmake/CMakeLists.txt,36,CMAKE_INSTALL_PREFIX FORCE,high,untriaged,FORCE overrides user CMAKE_INSTALL_PREFIX to /opt/rocm
rocblas,cpp-install,library/src/tensile_host.cpp,76,/opt/rocm,high,untriaged,#define ROCBLAS_LIB_PATH /opt/rocm/lib
rocblas,toolchain,toolchain-linux.cmake,10,/opt/rocm,low,untriaged,rocm_bin default
rocblas,toolchain,toolchain-linux.cmake,8,$ENV{ROCM_PATH},low,untriaged,env var for rocm_bin
rocblas,toolchain,toolchain-windows.cmake,3,$ENV{HIP_PATH},low,untriaged,env var for HIP_DIR
rocblas,toolchain,toolchain-windows.cmake,6,$ENV{HIP_DIR},low,untriaged,env var fallback for HIP_DIR
rocblas,python,rmake.py,370,/opt/rocm,low,untriaged,ROCM_PATH env fallback
rocblas,python,rmake.py,458,/opt/rocm,low,untriaged,ROCM_RPATH env fallback
rocblas,python,scripts/performance/blas/getspecs.py,70,/opt/rocm,low,untriaged,hardcoded amd-smi path
rocblas,python,scripts/performance/blas/getspecs.py,76,/opt/rocm,low,untriaged,hardcoded rocm_agent_enumerator path
rocblas,python,scripts/performance/blas/getspecs.py,138,/opt/rocm,low,untriaged,reads /opt/rocm/.info/version-utils
rocblas,shell,header_compilation_tests.sh,42,/opt/rocm,low,untriaged,rocm_path default
rocprim,cmake-build,CMakeLists.txt,27,/opt/rocm,medium,untriaged,CMAKE_INSTALL_PREFIX default (overridable)
rocprim,cmake-build,CMakeLists.txt,58,/opt/rocm,medium,untriaged,ROCM_ROOT default
rocprim,cmake-build,CMakeLists.txt,56,$ENV{HIP_PATH},medium,untriaged,ROCM_ROOT from HIP_PATH env on Windows
rocprim,cmake-build,CMakeLists.txt,101,$ENV{HIP_PATH},medium,untriaged,ROCM_ROOT from HIP_PATH env on Windows
rocprim,cmake-build,CMakeLists.txt,103,/opt/rocm,medium,untriaged,ROCM_ROOT default
rocprim,cmake-build,CMakeLists.txt,184,/opt/rocm,high,untriaged,find_package(hip PATHS /opt/rocm)
rocprim,cmake-build,CMakeLists.txt,205,/opt/rocm,high,untriaged,find_package(rocprim PATHS /opt/rocm)
rocprim,cmake-build,CMakeLists.txt,294,/opt/rocm,low,untriaged,find_program PATHS for clang-offload-bundler
rocprim,cmake-build,CMakeLists.txt,302,/opt/rocm,low,untriaged,find_program PATHS for llvm-objcopy
rocprim,cmake-build,cmake/VerifyCompiler.cmake,24,/opt/rocm,high,untriaged,CMAKE_PREFIX_PATH appends /opt/rocm
rocprim,cmake-build,cmake/VerifyCompiler.cmake,25,/opt/rocm,high,untriaged,find_package(hip PATHS /opt/rocm)
rocprim,cmake-build,cmake/Dependencies.cmake,185,/opt/rocm,high,untriaged,ExternalProject CMAKE_PREFIX_PATH=/opt/rocm
rocprim,cmake-build,test/extra/CMakeLists.txt,43,/opt/rocm,high,untriaged,CMAKE_MODULE_PATH appends /opt/rocm paths
rocprim,cmake-build,test/extra/CMakeLists.txt,57,/opt/rocm,high,untriaged,find_package(rocprim PATHS /opt/rocm)
rocprim,toolchain,toolchain-linux.cmake,5,/opt/rocm,low,untriaged,ROCM_PATH default
rocprim,toolchain,toolchain-linux.cmake,3,$ENV{ROCM_PATH},low,untriaged,env var for rocm_bin
rocprim,toolchain,toolchain-windows.cmake,7,$ENV{HIP_PATH},low,untriaged,env var for HIP_DIR
rocprim,toolchain,toolchain-windows.cmake,10,$ENV{HIP_DIR},low,untriaged,env var fallback for HIP_DIR
rocprim,python,rmake.py,118,/opt/rocm,low,untriaged,ROCM_PATH env fallback
rocprim,python,tuning/tuning_scripts/base_tuner.py,397,/opt/rocm,medium,untriaged,hardcoded -I/opt/rocm/include in compiler flags
rocprim,python,scripts/autotune-search/main.py,236,/opt/rocm,medium,untriaged,hardcoded clang++ path
rocprim,shell,install,43,/opt/rocm,low,untriaged,rocm_path default
rocrand,cmake-build,CMakeLists.txt,42,/opt/rocm,high,untriaged,set(ENV{ROCM_PATH} /opt/rocm) modifies environment
rocrand,cmake-build,CMakeLists.txt,46,$ENV{ROCM_PATH},medium,untriaged,CMAKE_INSTALL_PREFIX from env var
rocrand,cmake-build,CMakeLists.txt,58,$ENV{ROCM_PATH},medium,untriaged,CMAKE_INSTALL_PREFIX from env var
rocrand,cmake-build,CMakeLists.txt,61,$ENV{ROCM_PATH},high,untriaged,CMAKE_PREFIX_PATH from env var
rocrand,cmake-build,CMakeLists.txt,72,$ENV{ROCM_PATH},high,untriaged,CMAKE_MODULE_PATH from env var
rocrand,cmake-build,CMakeLists.txt,210,$ENV{ROCM_PATH},high,untriaged,find_package(rocrand PATHS from env var)
rocrand,cmake-build,cmake/VerifyCompiler.cmake,23,$ENV{ROCM_PATH},high,untriaged,CMAKE_PREFIX_PATH from env var
rocrand,cmake-build,cmake/VerifyCompiler.cmake,26,$ENV{ROCM_PATH},high,untriaged,find_package(hip PATHS from env var)
rocrand,cmake-build,test/cpp_wrapper/CMakeLists.txt,29,$ENV{ROCM_PATH},high,untriaged,CMAKE_PREFIX_PATH from env var
rocrand,cmake-build,test/cpp_wrapper/CMakeLists.txt,49,$ENV{ROCM_PATH},high,untriaged,find_package(rocrand PATHS from env var)
rocrand,cmake-build,test/parity/CMakeLists.txt,31,$ENV{ROCM_PATH},high,untriaged,CMAKE_PREFIX_PATH from env var
rocrand,cmake-build,test/parity/CMakeLists.txt,38,$ENV{ROCM_PATH},high,untriaged,find_package(hip PATHS from env var)
rocrand,cmake-build,test/parity/CMakeLists.txt,70,$ENV{ROCM_PATH},high,untriaged,find_package(rocrand PATHS from env var)
rocrand,cmake-build,test/package/CMakeLists.txt,29,$ENV{ROCM_PATH},high,untriaged,CMAKE_PREFIX_PATH from env var
rocrand,cmake-build,test/package/CMakeLists.txt,45,$ENV{ROCM_PATH},high,untriaged,find_package(hip PATHS from env var)
rocrand,cmake-build,test/package/CMakeLists.txt,60,$ENV{ROCM_PATH},high,untriaged,find_package(rocrand PATHS from env var)
rocrand,cmake-install,library/src/rocrand-fortran-config.cmake.in,32,/opt/rocm,medium,untriaged,/opt/rocm in config template comments
rocrand,toolchain,toolchain-linux.cmake,7,/opt/rocm,low,untriaged,ENV{ROCM_PATH} default
rocrand,toolchain,toolchain-linux.cmake,10,$ENV{ROCM_PATH},low,untriaged,env var for rocm_bin
rocrand,toolchain,toolchain-linux.cmake,12,$ENV{ROCM_PATH},low,untriaged,env var in CMAKE_PREFIX_PATH
rocrand,toolchain,toolchain-windows.cmake,7,$ENV{HIP_PATH},low,untriaged,env var for HIP_DIR
rocrand,toolchain,toolchain-windows.cmake,10,$ENV{HIP_DIR},low,untriaged,env var fallback for HIP_DIR
rocrand,python,rmake.py,112,/opt/rocm,low,untriaged,ROCM_PATH env fallback
rocrand,python,python/rocrand/rocrand/hip.py,61,/opt/rocm,medium,untriaged,hardcoded library search path for HIP runtime
rocrand,shell,install,32,/opt/rocm,low,untriaged,rocm_path default
rocrand,shell,install,109,/opt/rocm,low,untriaged,hardcoded rpath
rocsolver,cmake-build,CMakeLists.txt,103,/opt/rocm,high,untriaged,CMAKE_PREFIX_PATH appends /opt/rocm paths
rocsolver,cmake-build,CMakeLists.txt,207,/opt/rocm,high,untriaged,find_package(hip PATHS /opt/rocm)
rocsolver,cmake-build,CMakeLists.txt,278,CMAKE_INSTALL_PREFIX FORCE,high,untriaged,FORCE on Windows (C:/hipSDK)
rocsolver,cmake-build,CMakeLists.txt,329,/opt/rocm,low,untriaged,find_program PATHS for clang-offload-bundler
rocsolver,cmake-build,CMakeLists.txt,337,/opt/rocm,low,untriaged,find_program PATHS for llvm-objcopy
rocsolver,cmake-build,clients/CMakeLists.txt,38,/opt/rocm,high,untriaged,find_package(rocsolver PATHS /opt/rocm)
rocsolver,cmake-build,cmake/get-rocm-cmake.cmake,8,/opt/rocm,high,untriaged,ROCM_PATH default to /opt/rocm
rocsolver,toolchain,toolchain-linux.cmake,4,/opt/rocm,low,untriaged,ROCM_PATH default
rocsolver,toolchain,toolchain-linux.cmake,2,$ENV{ROCM_PATH},low,untriaged,env var for rocm_bin
rocsolver,python,rmake.py,134,/opt/rocm,low,untriaged,ROCM_PATH env fallback
rocsolver,shell,install.sh,307,/opt/rocm,low,untriaged,rocm_path default
rocsolver,shell,install.sh,603,/opt/rocm,low,untriaged,hardcoded rpath
rocsparse,cmake-build,CMakeLists.txt,32,/opt/rocm,medium,untriaged,CMAKE_INSTALL_PREFIX default (overridable)
rocsparse,cmake-build,CMakeLists.txt,36,/opt/rocm,high,untriaged,CMAKE_PREFIX_PATH appends /opt/rocm
rocsparse,cmake-build,CMakeLists.txt,39,/opt/rocm,high,untriaged,CMAKE_MODULE_PATH appends /opt/rocm paths
rocsparse,cmake-build,CMakeLists.txt,221,/opt/rocm,high,untriaged,find_package(hip PATHS /opt/rocm)
rocsparse,cmake-build,CMakeLists.txt,324,CMAKE_INSTALL_PREFIX FORCE,high,untriaged,FORCE on Windows (C:/hipSDK)
rocsparse,cmake-build,CMakeLists.txt,380,/opt/rocm,low,untriaged,find_program PATHS for clang-offload-bundler
rocsparse,cmake-build,CMakeLists.txt,388,/opt/rocm,low,untriaged,find_program PATHS for llvm-objcopy
rocsparse,cmake-build,library/CMakeLists.txt,113,/opt/rocm,high,untriaged,target_include_directories /opt/rocm/include for roctx
rocsparse,cmake-build,library/CMakeLists.txt,124,/opt/rocm,high,untriaged,find_library PATHS /opt/rocm/lib for roctx
rocsparse,cmake-build,cmake/Dependencies.cmake,30,/opt/rocm,high,untriaged,CMAKE_PREFIX_PATH appends /opt/rocm
rocsparse,cmake-build,cmake/rocsparse_clientmatrices.cmake,25,/opt/rocm,medium,untriaged,find_program PATHS /opt/rocm/bin
rocsparse,cmake-build,clients/CMakeLists.txt,61,/opt/rocm,medium,untriaged,CMAKE_INSTALL_PREFIX default for clients
rocsparse,cmake-build,clients/CMakeLists.txt,135,/opt/rocm,high,untriaged,find_package(rocsparse PATHS /opt/rocm)
rocsparse,cmake-build,clients/CMakeLists.txt,143,/opt/rocm,high,untriaged,CMAKE_PREFIX_PATH appends /opt/rocm
rocsparse,cmake-build,deps/CMakeLists.txt,35,CMAKE_INSTALL_PREFIX FORCE,medium,untriaged,FORCE to build-tree package dir (deps only)
rocsparse,toolchain,toolchain-linux.cmake,27,/opt/rocm,low,untriaged,ROCM_PATH default
rocsparse,toolchain,toolchain-linux.cmake,25,$ENV{ROCM_PATH},low,untriaged,env var for rocm_bin
rocsparse,toolchain,toolchain-windows.cmake,25,$ENV{HIP_PATH},low,untriaged,env var for HIP_DIR
rocsparse,toolchain,toolchain-windows.cmake,28,$ENV{HIP_DIR},low,untriaged,env var fallback for HIP_DIR
rocsparse,python,rmake.py,173,/opt/rocm,low,untriaged,ROCM_PATH env fallback
rocsparse,shell,install.sh,309,/opt/rocm,low,untriaged,rocm_path default
rocsparse,shell,install.sh,539,/opt/rocm,low,untriaged,hardcoded rpath
rocthrust,cmake-build,CMakeLists.txt,24,/opt/rocm,medium,untriaged,CMAKE_INSTALL_PREFIX default (overridable)
rocthrust,cmake-build,CMakeLists.txt,101,/opt/rocm,high,untriaged,CMAKE_PREFIX_PATH appends /opt/rocm
rocthrust,cmake-build,CMakeLists.txt,106,/opt/rocm,high,untriaged,CMAKE_MODULE_PATH appends /opt/rocm paths
rocthrust,cmake-build,CMakeLists.txt,246,/opt/rocm,high,untriaged,find_package(rocprim PATHS /opt/rocm)
rocthrust,cmake-build,CMakeLists.txt,250,/opt/rocm,high,untriaged,find_package(rocthrust PATHS /opt/rocm)
rocthrust,cmake-build,cmake/VerifyCompiler.cmake,24,/opt/rocm,high,untriaged,CMAKE_PREFIX_PATH appends /opt/rocm
rocthrust,cmake-build,cmake/VerifyCompiler.cmake,25,/opt/rocm,high,untriaged,find_package(hip PATHS /opt/rocm)
rocthrust,cmake-build,cmake/Dependencies.cmake,249,/opt/rocm,high,untriaged,ExternalProject CMAKE_PREFIX_PATH=/opt/rocm
rocthrust,cmake-build,cmake/Dependencies.cmake,427,/opt/rocm,high,untriaged,ExternalProject CMAKE_PREFIX_PATH=/opt/rocm
rocthrust,cmake-build,extra/CMakeLists.txt,14,/opt/rocm,high,untriaged,CMAKE_MODULE_PATH appends /opt/rocm paths
rocthrust,cmake-build,extra/CMakeLists.txt,49,/opt/rocm,high,untriaged,find_package(rocthrust PATHS /opt/rocm)
rocthrust,toolchain,toolchain-linux.cmake,9,/opt/rocm,low,untriaged,ROCM_PATH default
rocthrust,toolchain,toolchain-linux.cmake,7,$ENV{ROCM_PATH},low,untriaged,env var for rocm_bin
rocthrust,toolchain,toolchain-windows.cmake,7,$ENV{HIP_PATH},low,untriaged,env var for HIP_DIR
rocthrust,toolchain,toolchain-windows.cmake,10,$ENV{HIP_DIR},low,untriaged,env var fallback for HIP_DIR
rocthrust,python,rmake.py,109,/opt/rocm,low,untriaged,ROCM_PATH env fallback
rocthrust,shell,install,34,/opt/rocm,low,untriaged,rocm_path default
rocwmma,cmake-build,CMakeLists.txt,69,CMAKE_INSTALL_PREFIX FORCE,high,untriaged,FORCE overrides user CMAKE_INSTALL_PREFIX to /opt/rocm
rocwmma,cmake-build,CMakeLists.txt,78,/opt/rocm,high,untriaged,CMAKE_PREFIX_PATH appends /opt/rocm
rocwmma,cmake-build,CMakeLists.txt,78,$ENV{ROCM_PATH},medium,untriaged,env var in CMAKE_PREFIX_PATH
rocwmma,cmake-build,test/gemm/CMakeLists.txt,36,/opt/rocm,high,untriaged,find_package(rocblas PATHS /opt/rocm)
rocwmma,cpp-install,samples/hipRTC_gemm.cpp,193,/opt/rocm,high,untriaged,ROCM_PATH env fallback to /opt/rocm in C++ source
rocwmma,cpp-install,test/regression/reg_common.hpp,90,/opt/rocm,high,untriaged,hardcoded /opt/rocm/include fallback
rocwmma,cpp-install,test/regression/reg_common.hpp,102,/opt/rocm,high,untriaged,hardcoded -I/opt/rocm/include
