project,category,file,line,pattern,severity,status,notes
rocdecode,cmake-build,samples/videoDecodeMem/CMakeLists.txt,32,/opt/rocm,low,untriaged,sample default ROCM_PATH
rocdecode,cmake-build,samples/videoDecodePicFiles/CMakeLists.txt,27,$ENV{ROCM_PATH},low,untriaged,sample env var read
rocdecode,cmake-build,samples/videoDecodePicFiles/CMakeLists.txt,31,/opt/rocm,low,untriaged,sample default ROCM_PATH
rocdecode,cmake-build,samples/videoDecodeBatch/CMakeLists.txt,27,$ENV{ROCM_PATH},low,untriaged,sample env var read
rocdecode,cmake-build,samples/videoDecodeBatch/CMakeLists.txt,31,/opt/rocm,low,untriaged,sample default ROCM_PATH
rocdecode,cmake-build,samples/videoDecodePerf/CMakeLists.txt,27,$ENV{ROCM_PATH},low,untriaged,sample env var read
rocdecode,cmake-build,samples/videoDecodePerf/CMakeLists.txt,31,/opt/rocm,low,untriaged,sample default ROCM_PATH
rocdecode,cmake-build,samples/videoDecode/CMakeLists.txt,27,$ENV{ROCM_PATH},low,untriaged,sample env var read
rocdecode,cmake-build,samples/videoDecode/CMakeLists.txt,31,/opt/rocm,low,untriaged,sample default ROCM_PATH
rocdecode,cmake-build,samples/videoDecodeMultiFiles/CMakeLists.txt,27,$ENV{ROCM_PATH},low,untriaged,sample env var read
rocdecode,cmake-build,samples/videoDecodeMultiFiles/CMakeLists.txt,31,/opt/rocm,low,untriaged,sample default ROCM_PATH
rocdecode,cmake-build,samples/rocdecDecode/CMakeLists.txt,27,$ENV{ROCM_PATH},low,untriaged,sample env var read
rocdecode,cmake-build,samples/rocdecDecode/CMakeLists.txt,31,/opt/rocm,low,untriaged,sample default ROCM_PATH
rocdecode,python,rocDecode-setup.py,46,/opt/rocm,low,untriaged,setup script default --rocm_path arg
rocjpeg,cmake-build,CMakeLists.txt,28,$ENV{ROCM_PATH},medium,untriaged,env var read for ROCM_PATH
rocjpeg,cmake-build,CMakeLists.txt,32,/opt/rocm,medium,untriaged,default ROCM_PATH cache variable
rocjpeg,cmake-build,CMakeLists.txt,78,CMAKE_INSTALL_PREFIX FORCE,high,untriaged,FORCE install prefix to ROCM_PATH (guarded by INITIALIZED_TO_DEFAULT)
rocjpeg,cmake-build,test/CMakeLists.txt,36,$ENV{ROCM_PATH},low,untriaged,test env var read
rocjpeg,cmake-build,test/CMakeLists.txt,40,/opt/rocm,low,untriaged,test default ROCM_PATH
rocjpeg,cmake-build,test/rocjpeg_negative_api_tests/CMakeLists.txt,27,$ENV{ROCM_PATH},low,untriaged,test env var read
rocjpeg,cmake-build,test/rocjpeg_negative_api_tests/CMakeLists.txt,31,/opt/rocm,low,untriaged,test default ROCM_PATH
rocjpeg,cmake-build,samples/jpegDecodePerf/CMakeLists.txt,28,$ENV{ROCM_PATH},low,untriaged,sample env var read
rocjpeg,cmake-build,samples/jpegDecodePerf/CMakeLists.txt,32,/opt/rocm,low,untriaged,sample default ROCM_PATH
rocjpeg,cmake-build,samples/jpegDecodeBatched/CMakeLists.txt,28,$ENV{ROCM_PATH},low,untriaged,sample env var read
rocjpeg,cmake-build,samples/jpegDecodeBatched/CMakeLists.txt,32,/opt/rocm,low,untriaged,sample default ROCM_PATH
rocjpeg,cmake-build,samples/jpegDecode/CMakeLists.txt,28,$ENV{ROCM_PATH},low,untriaged,sample env var read
rocjpeg,cmake-build,samples/jpegDecode/CMakeLists.txt,32,/opt/rocm,low,untriaged,sample default ROCM_PATH
rocjpeg,python,rocJPEG-setup.py,46,/opt/rocm,low,untriaged,setup script default --rocm_path arg
rocm-core,cmake-build,CMakeLists.txt,43,/opt/rocm,low,untriaged,CPACK_PACKAGING_INSTALL_PREFIX
rocm-core,python,rdhc/rdhc.py,257,/opt/rocm,medium,untriaged,default ROCM_PATH fallback in health check tool
rocm-core,python,rdhc/rdhc.py,2307,/opt/rocm,medium,untriaged,default ROCM_PATH fallback in main
rocminfo,cmake-build,.github/ISSUE_TEMPLATE/issue_report.yml,16,/opt/rocm,low,untriaged,issue template references /opt/rocm/bin/rocminfo
rocm-smi-lib,cmake-build,cmake_modules/help_package.cmake,9,/opt/rocm,medium,untriaged,default ROCM_DIR cache variable
rocm-smi-lib,cmake-build,CMakeLists.txt,81,/opt/rocm,medium,untriaged,CMAKE_INSTALL_PREFIX default (no FORCE)
rocm-smi-lib,cmake-build,CMakeLists.txt,309,/opt/rocm,low,untriaged,CPACK_PACKAGING_INSTALL_PREFIX
rocm-smi-lib,cmake-build,DEBIAN/x86_64-librocm_smi_lib.conf,1,/opt/rocm,low,untriaged,packaging ldconfig path
rocm-smi-lib,cmake-install,python_smi_tools/rsmiBindingsInit.py.in,32,/opt/rocm,medium,untriaged,installed template fallback path search
rocm-smi-lib,cmake-install,python_smi_tools/rsmiBindings.py.in,32,/opt/rocm,medium,untriaged,installed template fallback path search
rocprofiler,cmake-build,cmake_modules/rocprofiler_env.cmake,45,/opt/rocm,medium,untriaged,default ROCM_PATH cache variable
rocprofiler,cmake-build,CMakeLists.txt,63,/opt/rocm,medium,untriaged,default ROCM_PATH in main CMakeLists
rocprofiler,cmake-build,CMakeLists.txt,186,/opt/rocm,high,untriaged,find_path PATHS /opt/rocm/include
rocprofiler,shell,build.sh,27,/opt/rocm,low,untriaged,standalone build script default ROCM_PATH
rocprofiler,shell,bin/build_kernel.sh,26,/opt/rocm,low,untriaged,build script default ROCM_DIR
rocprofiler,shell,samples/run_samples.sh,7,/opt/rocm,low,untriaged,sample run script default ROCM_PATH
rocprofiler,shell,test/run.sh,66,/opt/rocm,low,untriaged,test script LD_LIBRARY_PATH includes /opt/rocm
rocprofiler,cpp-install,src/tools/rocsys/rocsys.cpp,105,/opt/rocm,high,untriaged,hardcoded bin_path fallback
rocprofiler,cpp-install,src/tools/rocprofv2/rocprofv2.cpp,58,/opt/rocm,high,untriaged,hardcoded rocm_path default
rocprofiler,cpp-install,src/tools/rocprofv2/rocprofv2.cpp,82,/opt/rocm,high,untriaged,creates symlink to /opt/rocm
rocprofiler,cpp-install,tests-v2/featuretests/tracer/tracer_gtest.cpp,41,/opt/rocm,low,untriaged,test log message
rocprofiler,cpp-install,tests-v2/featuretests/profiler/profiler_gtest.cpp,55,/opt/rocm,low,untriaged,test log message
rocprofiler-compute,cmake-build,CMakeLists.txt,4,$ENV{ROCM_PATH},medium,untriaged,env var read for CMAKE_PREFIX_PATH
rocprofiler-compute,cmake-build,CMakeLists.txt,4,/opt/rocm,medium,untriaged,hardcoded CMAKE_PREFIX_PATH fallback
rocprofiler-compute,cmake-build,CMakeLists.txt,80,CMAKE_INSTALL_PREFIX FORCE,high,untriaged,FORCE install prefix to /opt/rocm unconditionally
rocprofiler-compute,cmake-build,src/lib/CMakeLists.txt,6,$ENV{ROCM_PATH},medium,untriaged,env var read for CMAKE_PREFIX_PATH
rocprofiler-compute,cmake-build,src/lib/CMakeLists.txt,6,/opt/rocm,medium,untriaged,hardcoded CMAKE_PREFIX_PATH fallback
rocprofiler-compute,cmake-build,src/lib/CMakeLists.txt,10,$ENV{ROCM_PATH},medium,untriaged,env var HINTS for find_package
rocprofiler-compute,cmake-build,src/lib/CMakeLists.txt,10,/opt/rocm,medium,untriaged,hardcoded HINTS fallback
rocprofiler-compute,python,src/utils/specs.py,855,/opt/rocm,medium,untriaged,default rocm_base_path with env override
rocprofiler-compute,python,src/utils/inject_roctx.py,41,/opt/rocm,medium,untriaged,default rocm_root with env override
rocprofiler-compute,python,src/utils/amdsmi_interface.py,50,/opt/rocm,medium,untriaged,default path with env override for amdsmi import
rocprofiler-compute,python,src/argparser.py,532,/opt/rocm,medium,untriaged,default ROCM_PATH with env override
rocprofiler-compute,python,src/hip/hiprtc.py,38,/opt/rocm,high,untriaged,hardcoded ctypes.CDLL path for libhiprtc.so
rocprofiler-compute,python,src/hip/hip.py,42,/opt/rocm,high,untriaged,hardcoded ctypes.CDLL path for libamdhip64.so
rocprofiler-compute,python,tests/conftest.py,63,/opt/rocm,low,untriaged,test default ROCM_PATH
rocprofiler-compute,python,tests/test_utils.py,2573,/opt/rocm,low,untriaged,test hardcoded ROCP_TOOL_LIBRARIES
rocprofiler-compute,python,tests/test_utils.py,3164,/opt/rocm,low,untriaged,test hardcoded ROCP_TOOL_LIBRARIES
rocprofiler-register,cmake-build,tests/bin/CMakeLists.txt,16,/opt/rocm,low,untriaged,test HINTS /opt/rocm for hip find_package
rocprofiler-register,cmake-build,tests/bin/CMakeLists.txt,21,/opt/rocm,low,untriaged,test PATHS /opt/rocm for hip find_package
rocprofiler-sdk,cmake-build,cmake/rocprofiler_config_packaging.cmake,256,/opt/rocm,medium,untriaged,find_program HINTS /opt/rocm for dpkg
rocprofiler-sdk,cmake-build,cmake/rocprofiler_config_packaging.cmake,261,/opt/rocm,medium,untriaged,find_program HINTS /opt/rocm for rpmbuild
rocprofiler-sdk,cmake-build,cmake/rocprofiler_config_packaging.cmake,266,/opt/rocm,medium,untriaged,find_program HINTS /opt/rocm for makeself
rocprofiler-sdk,cmake-build,cmake/rocprofiler_config_interfaces.cmake,29,/opt/rocm,medium,untriaged,appended to CMAKE_PREFIX_PATH as fallback
rocprofiler-sdk,cmake-build,cmake/Modules/rocprofiler-sdk-utilities.cmake,19,/opt/rocm,medium,untriaged,HINTS /opt/rocm for rocm_version find
rocprofiler-sdk,cmake-build,cmake/Modules/rocprofiler-sdk-utilities.cmake,20,/opt/rocm,medium,untriaged,PATHS /opt/rocm for rocm_version find
rocprofiler-sdk,cmake-build,cmake/Modules/Findrocm_version.cmake,247,/opt/rocm,medium,untriaged,PATHS /opt/rocm for rocm version search
rocprofiler-sdk,cmake-build,tests/thread-trace/CMakeLists.txt,10,/opt/rocm,low,untriaged,test HINTS /opt/rocm
rocprofiler-sdk,cmake-build,tests/thread-trace/CMakeLists.txt,11,/opt/rocm,low,untriaged,test PATHS /opt/rocm
rocprofiler-sdk,cmake-build,tests/lib/vector-operations/CMakeLists.txt,10,/opt/rocm,low,untriaged,test HINTS /opt/rocm
rocprofiler-sdk,cmake-build,tests/lib/vector-operations/CMakeLists.txt,11,/opt/rocm,low,untriaged,test PATHS /opt/rocm
rocprofiler-sdk,cmake-build,tests/lib/transpose/CMakeLists.txt,10,/opt/rocm,low,untriaged,test HINTS /opt/rocm
rocprofiler-sdk,cmake-build,tests/lib/transpose/CMakeLists.txt,11,/opt/rocm,low,untriaged,test PATHS /opt/rocm
rocprofiler-sdk,cmake-build,tests/bin/vector-operations/CMakeLists.txt,10,/opt/rocm,low,untriaged,test HINTS /opt/rocm
rocprofiler-sdk,cmake-build,tests/bin/vector-operations/CMakeLists.txt,11,/opt/rocm,low,untriaged,test PATHS /opt/rocm
rocprofiler-sdk,cmake-build,tests/bin/transpose/CMakeLists.txt,10,/opt/rocm,low,untriaged,test HINTS /opt/rocm
rocprofiler-sdk,cmake-build,tests/bin/transpose/CMakeLists.txt,11,/opt/rocm,low,untriaged,test PATHS /opt/rocm
rocprofiler-sdk,cmake-build,tests/bin/transpose/CMakeLists.txt,68,/opt/rocm,low,untriaged,test HINTS /opt/rocm for hip_DIR
rocprofiler-sdk,cmake-build,tests/bin/transpose/CMakeLists.txt,69,/opt/rocm,low,untriaged,test PATHS /opt/rocm for hip_DIR
rocprofiler-sdk,cmake-build,tests/bin/simple-transpose/CMakeLists.txt,10,/opt/rocm,low,untriaged,test HINTS /opt/rocm
rocprofiler-sdk,cmake-build,tests/bin/simple-transpose/CMakeLists.txt,11,/opt/rocm,low,untriaged,test PATHS /opt/rocm
rocprofiler-sdk,cmake-build,tests/bin/hip-graph/CMakeLists.txt,10,/opt/rocm,low,untriaged,test HINTS /opt/rocm
rocprofiler-sdk,cmake-build,tests/bin/hip-graph/CMakeLists.txt,11,/opt/rocm,low,untriaged,test PATHS /opt/rocm
rocprofiler-sdk,cmake-build,tests/bin/scratch-memory/CMakeLists.txt,10,/opt/rocm,low,untriaged,test HINTS /opt/rocm
rocprofiler-sdk,cmake-build,tests/bin/scratch-memory/CMakeLists.txt,11,/opt/rocm,low,untriaged,test PATHS /opt/rocm
rocprofiler-sdk,cmake-build,tests/bin/attachment-test/CMakeLists.txt,11,/opt/rocm,low,untriaged,test HINTS /opt/rocm
rocprofiler-sdk,cmake-build,tests/bin/attachment-test/CMakeLists.txt,12,/opt/rocm,low,untriaged,test PATHS /opt/rocm
rocprofiler-sdk,cmake-build,tests/bin/rocjpeg/CMakeLists.txt,30,/opt/rocm,low,untriaged,test HINTS /opt/rocm
rocprofiler-sdk,cmake-build,tests/bin/rocjpeg/CMakeLists.txt,31,/opt/rocm,low,untriaged,test PATHS /opt/rocm
rocprofiler-sdk,cmake-build,tests/bin/rocdecode/CMakeLists.txt,10,/opt/rocm,low,untriaged,test HINTS /opt/rocm
rocprofiler-sdk,cmake-build,tests/bin/rocdecode/CMakeLists.txt,11,/opt/rocm,low,untriaged,test PATHS /opt/rocm
rocprofiler-sdk,cmake-build,tests/bin/late-start-tracing/CMakeLists.txt,10,/opt/rocm,low,untriaged,test HINTS /opt/rocm
rocprofiler-sdk,cmake-build,tests/bin/late-start-tracing/CMakeLists.txt,11,/opt/rocm,low,untriaged,test PATHS /opt/rocm
rocprofiler-sdk,cmake-build,tests/bin/reproducible-runtime/CMakeLists.txt,10,/opt/rocm,low,untriaged,test HINTS /opt/rocm
rocprofiler-sdk,cmake-build,tests/bin/reproducible-runtime/CMakeLists.txt,11,/opt/rocm,low,untriaged,test PATHS /opt/rocm
rocprofiler-sdk,cmake-build,tests/pc_sampling/CMakeLists.txt,10,/opt/rocm,low,untriaged,test HINTS /opt/rocm
rocprofiler-sdk,cmake-build,tests/pc_sampling/CMakeLists.txt,11,/opt/rocm,low,untriaged,test PATHS /opt/rocm
rocprofiler-sdk,cmake-build,tests/bin/hsa-queue-dependency/CMakeLists.txt,16,/opt/rocm,low,untriaged,test HINTS /opt/rocm
rocprofiler-sdk,cmake-build,tests/bin/hsa-queue-dependency/CMakeLists.txt,17,/opt/rocm,low,untriaged,test PATHS /opt/rocm
rocprofiler-sdk,cmake-build,tests/bin/hsa-memory-allocation/CMakeLists.txt,10,/opt/rocm,low,untriaged,test HINTS /opt/rocm
rocprofiler-sdk,cmake-build,tests/bin/hsa-memory-allocation/CMakeLists.txt,11,/opt/rocm,low,untriaged,test PATHS /opt/rocm
rocprofiler-sdk,cmake-build,tests/bin/reproducible-dispatch-count/CMakeLists.txt,10,/opt/rocm,low,untriaged,test HINTS /opt/rocm
rocprofiler-sdk,cmake-build,tests/bin/reproducible-dispatch-count/CMakeLists.txt,11,/opt/rocm,low,untriaged,test PATHS /opt/rocm
rocprofiler-sdk,cmake-build,tests/bin/hsa-code-object/CMakeLists.txt,37,/opt/rocm,low,untriaged,test HINTS /opt/rocm
rocprofiler-sdk,cmake-build,tests/bin/hsa-code-object/CMakeLists.txt,38,/opt/rocm,low,untriaged,test PATHS /opt/rocm
rocprofiler-sdk,cmake-build,tests/bin/hip-streams-per-thread/CMakeLists.txt,10,/opt/rocm,low,untriaged,test HINTS /opt/rocm
rocprofiler-sdk,cmake-build,tests/bin/hip-streams-per-thread/CMakeLists.txt,11,/opt/rocm,low,untriaged,test PATHS /opt/rocm
rocprofiler-sdk,cmake-build,tests/bin/pc-sampling/exec-mask-manipulation/CMakeLists.txt,10,/opt/rocm,low,untriaged,test HINTS /opt/rocm
rocprofiler-sdk,cmake-build,tests/bin/pc-sampling/exec-mask-manipulation/CMakeLists.txt,11,/opt/rocm,low,untriaged,test PATHS /opt/rocm
rocprofiler-sdk,cmake-build,tests/bin/hip-streams/CMakeLists.txt,10,/opt/rocm,low,untriaged,test HINTS /opt/rocm
rocprofiler-sdk,cmake-build,tests/bin/hip-streams/CMakeLists.txt,11,/opt/rocm,low,untriaged,test PATHS /opt/rocm
rocprofiler-sdk,cmake-build,tests/bin/multistream/CMakeLists.txt,10,/opt/rocm,low,untriaged,test HINTS /opt/rocm
rocprofiler-sdk,cmake-build,tests/bin/multistream/CMakeLists.txt,11,/opt/rocm,low,untriaged,test PATHS /opt/rocm
rocprofiler-sdk,cmake-build,tests/bin/module-loading-test/CMakeLists.txt,10,/opt/rocm,low,untriaged,test HINTS /opt/rocm
rocprofiler-sdk,cmake-build,tests/bin/module-loading-test/CMakeLists.txt,11,/opt/rocm,low,untriaged,test PATHS /opt/rocm
rocprofiler-sdk,cmake-build,tests/bin/module-loading-test/CMakeLists.txt,41,/opt/rocm,low,untriaged,test HINTS /opt/rocm/lib for find_library
rocprofiler-sdk,cmake-build,tests/bin/openmp/CMakeLists.txt,10,/opt/rocm,low,untriaged,test HINTS /opt/rocm
rocprofiler-sdk,cmake-build,tests/bin/openmp/CMakeLists.txt,11,/opt/rocm,low,untriaged,test PATHS /opt/rocm
rocprofiler-sdk,cmake-build,source/lib/tests/common/CMakeLists.txt,33,/opt/rocm,low,untriaged,test LD_LIBRARY_PATH includes /opt/rocm
rocprofiler-sdk,cmake-build,source/lib/tests/codeobj/CMakeLists.txt,31,/opt/rocm,low,untriaged,test HINTS /opt/rocm
rocprofiler-sdk,cmake-build,source/lib/tests/codeobj/CMakeLists.txt,81,/opt/rocm,low,untriaged,test LD_LIBRARY_PATH includes /opt/rocm
rocprofiler-sdk,cmake-build,source/lib/tests/buffering/CMakeLists.txt,22,/opt/rocm,low,untriaged,test LD_LIBRARY_PATH includes /opt/rocm
rocprofiler-sdk,cmake-build,source/lib/rocprofiler-sdk/thread_trace/tests/CMakeLists.txt,33,/opt/rocm,low,untriaged,test LD_LIBRARY_PATH includes /opt/rocm
rocprofiler-sdk,cmake-build,source/lib/rocprofiler-sdk/pc_sampling/tests/CMakeLists.txt,29,/opt/rocm,low,untriaged,test LD_LIBRARY_PATH includes /opt/rocm
rocprofiler-sdk,cmake-build,source/lib/rocprofiler-sdk/pc_sampling/parser/tests/CMakeLists.txt,42,/opt/rocm,low,untriaged,test LD_LIBRARY_PATH includes /opt/rocm
rocprofiler-sdk,cmake-build,source/lib/rocprofiler-sdk/pc_sampling/parser/tests/CMakeLists.txt,62,/opt/rocm,low,untriaged,test LD_LIBRARY_PATH includes /opt/rocm
rocprofiler-sdk,cmake-build,source/lib/rocprofiler-sdk/pc_sampling/parser/tests/CMakeLists.txt,97,/opt/rocm,low,untriaged,test LD_LIBRARY_PATH includes /opt/rocm
rocprofiler-sdk,cmake-build,source/lib/rocprofiler-sdk/pc_sampling/parser/tests/CMakeLists.txt,118,/opt/rocm,low,untriaged,test LD_LIBRARY_PATH includes /opt/rocm
rocprofiler-sdk,cmake-build,source/lib/rocprofiler-sdk/kfd/tests/CMakeLists.txt,45,/opt/rocm,low,untriaged,test LD_LIBRARY_PATH includes /opt/rocm
rocprofiler-sdk,cmake-build,source/lib/rocprofiler-sdk/counters/tests/CMakeLists.txt,10,/opt/rocm,low,untriaged,test HINTS /opt/rocm
rocprofiler-sdk,cmake-build,source/lib/rocprofiler-sdk/counters/tests/CMakeLists.txt,11,/opt/rocm,low,untriaged,test PATHS /opt/rocm
rocprofiler-sdk,cmake-build,source/lib/rocprofiler-sdk/counters/tests/CMakeLists.txt,95,/opt/rocm,low,untriaged,test LD_LIBRARY_PATH includes /opt/rocm
rocprofiler-sdk,cmake-build,source/lib/rocprofiler-sdk/counters/tests/CMakeLists.txt,123,/opt/rocm,low,untriaged,test LD_LIBRARY_PATH includes /opt/rocm
rocprofiler-sdk,cmake-build,source/lib/rocprofiler-sdk/counters/parser/tests/CMakeLists.txt,27,/opt/rocm,low,untriaged,test LD_LIBRARY_PATH includes /opt/rocm
rocprofiler-sdk,cmake-build,source/lib/rocprofiler-sdk/aql/tests/CMakeLists.txt,31,/opt/rocm,low,untriaged,test LD_LIBRARY_PATH includes /opt/rocm
rocprofiler-sdk,cmake-build,source/lib/att-tool/waitcnt/tests/CMakeLists.txt,28,/opt/rocm,low,untriaged,test LD_LIBRARY_PATH includes /opt/rocm
rocprofiler-sdk,cmake-build,samples/thread_trace/CMakeLists.txt,10,/opt/rocm,low,untriaged,sample HINTS /opt/rocm
rocprofiler-sdk,cmake-build,samples/thread_trace/CMakeLists.txt,11,/opt/rocm,low,untriaged,sample PATHS /opt/rocm
rocprofiler-sdk,cmake-build,samples/pc_sampling/CMakeLists.txt,10,/opt/rocm,low,untriaged,sample HINTS /opt/rocm
rocprofiler-sdk,cmake-build,samples/pc_sampling/CMakeLists.txt,11,/opt/rocm,low,untriaged,sample PATHS /opt/rocm
rocprofiler-sdk,cmake-build,samples/openmp_target/CMakeLists.txt,10,/opt/rocm,low,untriaged,sample HINTS /opt/rocm
rocprofiler-sdk,cmake-build,samples/openmp_target/CMakeLists.txt,11,/opt/rocm,low,untriaged,sample PATHS /opt/rocm
rocprofiler-sdk,cmake-build,samples/intercept_table/CMakeLists.txt,10,/opt/rocm,low,untriaged,sample HINTS /opt/rocm
rocprofiler-sdk,cmake-build,samples/intercept_table/CMakeLists.txt,11,/opt/rocm,low,untriaged,sample PATHS /opt/rocm
rocprofiler-sdk,cmake-build,samples/code_object_isa_decode/CMakeLists.txt,10,/opt/rocm,low,untriaged,sample HINTS /opt/rocm
rocprofiler-sdk,cmake-build,samples/code_object_isa_decode/CMakeLists.txt,11,/opt/rocm,low,untriaged,sample PATHS /opt/rocm
rocprofiler-sdk,cmake-build,samples/api_callback_tracing/CMakeLists.txt,10,/opt/rocm,low,untriaged,sample HINTS /opt/rocm
rocprofiler-sdk,cmake-build,samples/api_callback_tracing/CMakeLists.txt,11,/opt/rocm,low,untriaged,sample PATHS /opt/rocm
rocprofiler-sdk,cmake-build,samples/external_correlation_id_request/CMakeLists.txt,10,/opt/rocm,low,untriaged,sample HINTS /opt/rocm
rocprofiler-sdk,cmake-build,samples/external_correlation_id_request/CMakeLists.txt,11,/opt/rocm,low,untriaged,sample PATHS /opt/rocm
rocprofiler-sdk,cmake-build,samples/api_buffered_tracing/CMakeLists.txt,10,/opt/rocm,low,untriaged,sample HINTS /opt/rocm
rocprofiler-sdk,cmake-build,samples/api_buffered_tracing/CMakeLists.txt,11,/opt/rocm,low,untriaged,sample PATHS /opt/rocm
rocprofiler-sdk,cmake-build,samples/counter_collection/CMakeLists.txt,10,/opt/rocm,low,untriaged,sample HINTS /opt/rocm
rocprofiler-sdk,cmake-build,samples/counter_collection/CMakeLists.txt,11,/opt/rocm,low,untriaged,sample PATHS /opt/rocm
rocprofiler-sdk,cmake-build,samples/code_object_tracing/CMakeLists.txt,10,/opt/rocm,low,untriaged,sample HINTS /opt/rocm
rocprofiler-sdk,cmake-build,samples/code_object_tracing/CMakeLists.txt,11,/opt/rocm,low,untriaged,sample PATHS /opt/rocm
rocprofiler-sdk,cmake-build,benchmark/source/bin/mandelbrot/CMakeLists.txt,7,/opt/rocm,low,untriaged,benchmark HINTS /opt/rocm
rocprofiler-sdk,cmake-build,benchmark/source/bin/mandelbrot/CMakeLists.txt,8,/opt/rocm,low,untriaged,benchmark PATHS /opt/rocm
rocprofiler-sdk,cpp-install,tests/thread-trace/trace_callbacks.cpp,112,/opt/rocm,low,untriaged,test hardcoded decoder path
rocprofiler-sdk,cpp-install,source/lib/rocprofiler-sdk/tests/agent.cpp,129,/opt/rocm,low,untriaged,test hardcoded rocminfo fallback
rocprofiler-sdk,cpp-install,source/include/rocprofiler-sdk/experimental/thread-trace/trace_decoder.h,47,/opt/rocm,medium,untriaged,public header doc suggests /opt/rocm/lib
rocprofiler-sdk,cpp-install,samples/thread_trace/agent.cpp,308,/opt/rocm,medium,untriaged,sample hardcoded lib_path default
rocprofiler-sdk,python,source/scripts/run-ci.py,45,/opt/rocm,low,untriaged,CI script default ROCM_PATH
rocprofiler-systems,cmake-build,cmake/Packages.cmake,113,/opt/rocm,medium,untriaged,ROCPROFSYS_DEFAULT_ROCM_PATH cache variable
rocprofiler-systems,cmake-build,cmake/Modules/FindROCmVersion.cmake,308,/opt/rocm,medium,untriaged,PATHS /opt/rocm for ROCm version
rocprofiler-systems,cmake-build,cmake/MacroUtilities.cmake,608,/opt/rocm,medium,untriaged,HINTS /opt/rocm for find_package
rocprofiler-systems,cmake-build,cmake/MacroUtilities.cmake,609,/opt/rocm,medium,untriaged,PATHS /opt/rocm for find_package
rocprofiler-systems,cmake-build,examples/hpc/hpc-helper.cmake,14,/opt/rocm,low,untriaged,example PATHS /opt/rocm
rocprofiler-systems,cmake-build,examples/hpc/hpc-helper.cmake,17,/opt/rocm,low,untriaged,example PATHS /opt/rocm
rocprofiler-systems,cmake-build,examples/hpc/hpc-helper.cmake,27,/opt/rocm,low,untriaged,example PATHS /opt/rocm
rocprofiler-systems,cmake-build,examples/hpc/hpc-helper.cmake,30,/opt/rocm,low,untriaged,example PATHS /opt/rocm
rocprofiler-systems,cmake-build,examples/hpc/hpc-helper.cmake,41,/opt/rocm,low,untriaged,example PATHS /opt/rocm
rocprofiler-systems,cmake-build,examples/hpc/hpc-helper.cmake,44,/opt/rocm,low,untriaged,example PATHS /opt/rocm
rocprofiler-systems,cmake-build,examples/transpose/CMakeLists.txt,26,/opt/rocm,low,untriaged,example PATHS /opt/rocm
rocprofiler-systems,cmake-build,examples/transpose/CMakeLists.txt,29,/opt/rocm,low,untriaged,example PATHS /opt/rocm
rocprofiler-systems,cmake-build,examples/openmp/target/CMakeLists.txt,17,/opt/rocm,low,untriaged,example PATHS /opt/rocm
rocprofiler-systems,cmake-build,examples/openmp/target/CMakeLists.txt,20,/opt/rocm,low,untriaged,example PATHS /opt/rocm
rocprofiler-systems,cmake-build,examples/openmp/target/CMakeLists.txt,63,$ENV{ROCM_PATH},low,untriaged,example env var for llvm lib
rocprofiler-systems,cmake-build,examples/openmp/target/CMakeLists.txt,64,$ENV{ROCM_PATH},low,untriaged,example env var for llvm lib
rocprofiler-systems,cmake-build,examples/openmp/target/CMakeLists.txt,65,/opt/rocm,low,untriaged,example hardcoded llvm lib path
rocprofiler-systems,cmake-build,examples/openmp/target/CMakeLists.txt,66,/opt/rocm,low,untriaged,example hardcoded llvm lib path
rocprofiler-systems,cmake-build,examples/transferBench/CMakeLists.txt,26,/opt/rocm,low,untriaged,example PATHS /opt/rocm
rocprofiler-systems,cmake-build,examples/transferBench/CMakeLists.txt,29,/opt/rocm,low,untriaged,example PATHS /opt/rocm
rocprofiler-systems,cmake-build,examples/transferBench/CMakeLists.txt,67,/opt/rocm,low,untriaged,example PATHS /opt/rocm
rocprofiler-systems,cmake-build,examples/transferBench/CMakeLists.txt,70,/opt/rocm,low,untriaged,example PATHS /opt/rocm
rocprofiler-systems,cmake-build,examples/transferBench/CMakeLists.txt,79,/opt/rocm,low,untriaged,example PATHS /opt/rocm
rocprofiler-systems,cmake-build,examples/transferBench/CMakeLists.txt,82,/opt/rocm,low,untriaged,example PATHS /opt/rocm
rocprofiler-systems,cmake-build,examples/sdma_test/CMakeLists.txt,26,/opt/rocm,low,untriaged,example PATHS /opt/rocm
rocprofiler-systems,cmake-build,examples/sdma_test/CMakeLists.txt,29,/opt/rocm,low,untriaged,example PATHS /opt/rocm
rocprofiler-systems,cmake-build,examples/scratch-memory/CMakeLists.txt,24,/opt/rocm,low,untriaged,example PATHS /opt/rocm
rocprofiler-systems,cmake-build,examples/scratch-memory/CMakeLists.txt,27,/opt/rocm,low,untriaged,example PATHS /opt/rocm
rocprofiler-systems,cmake-build,examples/scratch-memory/CMakeLists.txt,61,/opt/rocm,low,untriaged,example PATHS /opt/rocm
rocprofiler-systems,cmake-build,examples/scratch-memory/CMakeLists.txt,64,/opt/rocm,low,untriaged,example PATHS /opt/rocm
rocprofiler-systems,cmake-build,examples/roctx/CMakeLists.txt,26,/opt/rocm,low,untriaged,example PATHS /opt/rocm
rocprofiler-systems,cmake-build,examples/roctx/CMakeLists.txt,29,/opt/rocm,low,untriaged,example PATHS /opt/rocm
